,Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
0,NSRDB,693763,-,-,-,33.21,-97.14,-6,203,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,,v3.0.1
1,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,2009,2,15,3,0,0,0,0,1.2000000000000002,2,142.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,2009,2,15,3,30,0,0,0,1.4000000000000001,2,136.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,2009,2,15,4,0,0,0,0,1.6,2,130.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,2009,2,15,4,30,0,0,0,2.0,2,124.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,2009,2,15,5,0,0,0,0,2.5,2,118.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,2009,2,15,5,30,0,0,0,2.8000000000000003,2,111.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,2009,2,15,6,0,0,0,0,3.1,2,105.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,2009,2,15,6,30,0,0,0,3.2,2,99.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,2009,2,15,7,0,0,0,0,3.3000000000000003,2,93.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,2009,2,15,7,30,26,21,103,3.4000000000000004,2,87.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,2009,2,15,8,0,49,49,0,3.6,3,81.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,2009,2,15,8,30,87,87,0,3.8000000000000003,4,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,2009,2,15,9,0,131,126,12,4.0,6,69.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,2009,2,15,9,30,416,103,735,4.1000000000000005,7,64.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,2009,2,15,10,0,510,105,809,4.3,9,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,2009,2,15,10,30,590,111,846,4.4,10,55.550000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,2009,2,15,11,0,659,109,890,4.6000000000000005,11,51.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,2009,2,15,11,30,710,112,909,4.5,12,48.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,2009,2,15,12,0,744,115,918,4.5,13,46.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,2009,2,15,12,30,761,116,924,4.3,13,45.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,2009,2,15,13,0,763,111,936,4.2,14,45.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,2009,2,15,13,30,745,110,931,4.2,14,47.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,2009,2,15,14,0,711,104,929,4.2,14,49.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,2009,2,15,14,30,659,101,912,4.3,14,52.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,2009,2,15,15,0,592,94,893,4.5,14,56.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,2009,2,15,15,30,511,89,859,4.4,13,60.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,2009,2,15,16,0,419,81,815,4.4,13,65.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,2009,2,15,16,30,317,72,745,3.6,11,70.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,2009,2,15,17,0,211,59,645,2.9000000000000004,10,76.32000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,2009,2,15,17,30,107,42,476,2.7,8,82.10000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,2009,2,15,18,0,21,15,170,2.6,7,88.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,2009,2,15,18,30,0,0,0,2.8000000000000003,6,94.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,2009,2,15,19,0,0,0,0,3.1,6,100.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,2009,2,15,19,30,0,0,0,3.0,5,106.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,2009,2,15,20,0,0,0,0,2.9000000000000004,5,112.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,2009,2,15,20,30,0,0,0,2.7,4,119.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,2009,2,15,21,0,0,0,0,2.6,4,125.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,2009,2,15,21,30,0,0,0,2.9000000000000004,3,131.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,2009,2,15,22,0,0,0,0,3.2,3,137.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,2009,2,15,22,30,0,0,0,2.9000000000000004,3,143.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,2009,2,15,23,0,0,0,0,2.6,3,148.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,2009,2,15,23,30,0,0,0,2.6,2,153.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,2009,2,16,0,0,0,0,0,2.7,2,156.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,2009,2,16,0,30,0,0,0,2.5,2,158.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,2009,2,16,1,0,0,0,0,2.4000000000000004,2,158.67000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,2009,2,16,1,30,0,0,0,2.1,2,156.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,2009,2,16,2,0,0,0,0,1.8,2,152.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,2009,2,16,2,30,0,0,0,1.7000000000000002,1,147.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,2009,2,16,3,0,0,0,0,1.7000000000000002,1,142.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,2009,2,16,3,30,0,0,0,1.8,1,136.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,2009,2,16,4,0,0,0,0,1.9000000000000001,1,130.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,2009,2,16,4,30,0,0,0,2.0,1,124.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,2009,2,16,5,0,0,0,0,2.3000000000000003,2,118.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,2009,2,16,5,30,0,0,0,2.4000000000000004,2,111.74000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,2009,2,16,6,0,0,0,0,2.5,2,105.46000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,2009,2,16,6,30,0,0,0,2.6,2,99.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,2009,2,16,7,0,0,0,0,2.7,2,93.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,2009,2,16,7,30,14,14,0,3.1,2,86.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,2009,2,16,8,0,58,55,21,3.6,3,81.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,2009,2,16,8,30,50,50,0,3.8000000000000003,4,75.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,2009,2,16,9,0,75,75,0,4.1000000000000005,5,69.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2009,2,16,9,30,188,172,37,3.9000000000000004,6,64.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,2009,2,16,10,0,230,211,36,3.8000000000000003,7,59.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,2009,2,16,10,30,400,257,249,3.6,8,55.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,2009,2,16,11,0,536,224,501,3.5,9,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,2009,2,16,11,30,682,159,789,3.4000000000000004,10,48.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,2009,2,16,12,0,554,305,362,3.3000000000000003,11,46.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,2009,2,16,12,30,583,301,401,3.2,12,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,2009,2,16,13,0,645,228,595,3.1,13,45.480000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,2009,2,16,13,30,582,281,438,3.1,13,46.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,2009,2,16,14,0,676,144,808,3.2,13,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,2009,2,16,14,30,562,176,626,3.2,13,52.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,2009,2,16,15,0,454,218,420,3.2,13,55.870000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,2009,2,16,15,30,310,221,178,3.3000000000000003,13,60.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,2009,2,16,16,0,223,180,104,3.4000000000000004,13,65.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,2009,2,16,16,30,199,135,192,3.0,12,70.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,2009,2,16,17,0,157,82,315,2.7,11,76.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,2009,2,16,17,30,77,57,147,2.6,10,81.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,2009,2,16,18,0,14,14,0,2.5,9,87.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,2009,2,16,18,30,0,0,0,2.6,9,93.96000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,2009,2,16,19,0,0,0,0,2.8000000000000003,9,100.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,2009,2,16,19,30,0,0,0,2.9000000000000004,9,106.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,2009,2,16,20,0,0,0,0,3.0,9,112.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,2009,2,16,20,30,0,0,0,3.1,9,118.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,2009,2,16,21,0,0,0,0,3.2,9,125.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,2009,2,16,21,30,0,0,0,3.2,9,131.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,2009,2,16,22,0,0,0,0,3.3000000000000003,9,137.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,2009,2,16,22,30,0,0,0,3.5,9,143.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,2009,2,16,23,0,0,0,0,3.8000000000000003,9,148.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,2009,2,16,23,30,0,0,0,3.7,9,153.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,2009,2,17,0,0,0,0,0,3.6,9,156.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,2009,2,17,0,30,0,0,0,3.5,9,158.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,2009,2,17,1,0,0,0,0,3.4000000000000004,9,158.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,2009,2,17,1,30,0,0,0,3.5,9,156.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,2009,2,17,2,0,0,0,0,3.6,9,152.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,2009,2,17,2,30,0,0,0,3.6,9,147.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,2009,2,17,3,0,0,0,0,3.7,9,142.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,2009,2,17,3,30,0,0,0,3.7,9,136.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,2009,2,17,4,0,0,0,0,3.8000000000000003,9,130.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,2009,2,17,4,30,0,0,0,3.8000000000000003,8,124.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,2009,2,17,5,0,0,0,0,3.9000000000000004,8,117.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,2009,2,17,5,30,0,0,0,4.1000000000000005,8,111.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,2009,2,17,6,0,0,0,0,4.3,8,105.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2009,2,17,6,30,0,0,0,4.5,8,99.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,2009,2,17,7,0,0,0,0,4.800000000000001,9,92.85000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,2009,2,17,7,30,0,0,0,4.9,9,86.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,2009,2,17,8,0,2,2,0,5.1000000000000005,10,80.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,2009,2,17,8,30,6,6,0,5.300000000000001,11,75.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,2009,2,17,9,0,6,6,0,5.5,12,69.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,2009,2,17,9,30,18,18,0,5.7,13,64.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,2009,2,17,10,0,19,19,0,5.9,14,59.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,2009,2,17,10,30,141,141,0,6.0,15,54.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,2009,2,17,11,0,157,157,0,6.1000000000000005,16,51.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,2009,2,17,11,30,74,74,0,6.1000000000000005,16,48.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,2009,2,17,12,0,120,120,0,6.2,17,46.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,2009,2,17,12,30,123,123,0,6.1000000000000005,17,45.050000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,2009,2,17,13,0,317,292,34,6.1000000000000005,18,45.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,2009,2,17,13,30,308,285,34,6.0,18,46.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,2009,2,17,14,0,294,272,33,6.0,18,48.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,2009,2,17,14,30,229,220,14,5.800000000000001,18,51.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,2009,2,17,15,0,474,208,470,5.7,19,55.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,2009,2,17,15,30,389,192,395,5.4,19,60.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,2009,2,17,16,0,361,116,578,5.1000000000000005,19,65.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,2009,2,17,16,30,250,112,407,4.9,18,70.32000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,2009,2,17,17,0,166,91,307,4.7,18,75.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,2009,2,17,17,30,84,55,203,4.5,17,81.71000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,2009,2,17,18,0,18,18,0,4.4,16,87.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,2009,2,17,18,30,0,0,0,4.3,16,93.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,2009,2,17,19,0,0,0,0,4.3,16,99.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,2009,2,17,19,30,0,0,0,4.3,15,106.21000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,2009,2,17,20,0,0,0,0,4.4,15,112.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,2009,2,17,20,30,0,0,0,4.5,15,118.74000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,2009,2,17,21,0,0,0,0,4.7,15,124.96000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,2009,2,17,21,30,0,0,0,4.9,15,131.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,2009,2,17,22,0,0,0,0,5.1000000000000005,15,137.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,2009,2,17,22,30,0,0,0,5.1000000000000005,15,142.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,2009,2,17,23,0,0,0,0,5.2,15,148.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,2009,2,17,23,30,0,0,0,4.9,14,152.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,2009,2,18,0,0,0,0,0,4.6000000000000005,14,156.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,2009,2,18,0,30,0,0,0,4.5,13,158.17000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,2009,2,18,1,0,0,0,0,4.4,12,157.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,2009,2,18,1,30,0,0,0,4.2,11,155.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,2009,2,18,2,0,0,0,0,4.0,11,151.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,2009,2,18,2,30,0,0,0,3.7,10,147.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,2009,2,18,3,0,0,0,0,3.5,9,141.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,2009,2,18,3,30,0,0,0,3.3000000000000003,9,136.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,2009,2,18,4,0,0,0,0,3.2,9,130.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,2009,2,18,4,30,0,0,0,3.2,8,123.85000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,2009,2,18,5,0,0,0,0,3.2,8,117.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,2009,2,18,5,30,0,0,0,3.2,7,111.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,2009,2,18,6,0,0,0,0,3.2,7,105.07000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,2009,2,18,6,30,0,0,0,3.5,7,98.82000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,2009,2,18,7,0,0,0,0,3.8000000000000003,8,92.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,2009,2,18,7,30,39,23,262,4.0,10,86.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,2009,2,18,8,0,134,48,528,4.3,12,80.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,2009,2,18,8,30,242,63,682,4.1000000000000005,13,74.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,2009,2,18,9,0,351,75,778,3.9000000000000004,15,69.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,2009,2,18,9,30,453,83,843,4.1000000000000005,16,63.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,2009,2,18,10,0,547,88,892,4.4,18,59.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,2009,2,18,10,30,627,93,923,4.7,19,54.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,2009,2,18,11,0,695,95,950,5.0,20,50.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,2009,2,18,11,30,745,97,964,5.300000000000001,20,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,2009,2,18,12,0,778,99,973,5.7,21,45.730000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,2009,2,18,12,30,794,99,977,5.9,21,44.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,2009,2,18,13,0,792,99,976,6.1000000000000005,22,44.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,2009,2,18,13,30,772,98,970,6.1000000000000005,22,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,2009,2,18,14,0,734,96,958,6.2,22,48.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,2009,2,18,14,30,680,93,941,6.1000000000000005,21,51.410000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,2009,2,18,15,0,611,90,915,6.1000000000000005,21,55.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,2009,2,18,15,30,528,84,881,5.6000000000000005,20,59.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,2009,2,18,16,0,434,77,836,5.2,20,64.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,2009,2,18,16,30,330,69,768,4.1000000000000005,18,70.10000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,2009,2,18,17,0,222,57,669,3.0,16,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,2009,2,18,17,30,116,41,505,2.9000000000000004,14,81.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,2009,2,18,18,0,26,17,211,2.9000000000000004,13,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,2009,2,18,18,30,0,0,0,3.5,12,93.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,2009,2,18,19,0,0,0,0,4.1000000000000005,12,99.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,2009,2,18,19,30,0,0,0,4.4,11,106.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,2009,2,18,20,0,0,0,0,4.800000000000001,11,112.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,2009,2,18,20,30,0,0,0,4.7,10,118.57000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,2009,2,18,21,0,0,0,0,4.7,10,124.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,2009,2,18,21,30,0,0,0,4.5,9,130.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,2009,2,18,22,0,0,0,0,4.3,8,136.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,2009,2,18,22,30,0,0,0,4.2,7,142.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,2009,2,18,23,0,0,0,0,4.2,7,147.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,2009,2,18,23,30,0,0,0,4.2,6,152.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,2009,2,19,0,0,0,0,0,4.3,6,155.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,2009,2,19,0,30,0,0,0,4.2,5,157.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,2009,2,19,1,0,0,0,0,4.2,5,157.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,2009,2,19,1,30,0,0,0,4.1000000000000005,4,155.42000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,2009,2,19,2,0,0,0,0,4.0,4,151.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,2009,2,19,2,30,0,0,0,3.8000000000000003,3,146.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,2009,2,19,3,0,0,0,0,3.7,3,141.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,2009,2,19,3,30,0,0,0,3.5,2,135.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,2009,2,19,4,0,0,0,0,3.4000000000000004,2,129.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,2009,2,19,4,30,0,0,0,3.1,1,123.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,2009,2,19,5,0,0,0,0,2.9000000000000004,1,117.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,2009,2,19,5,30,0,0,0,2.7,1,111.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
